51 35 1
49 30 1
47 32 1
46 31 1
50 36 1
54 39 1
46 34 1
50 34 1
44 29 1
49 31 1
54 37 1
48 34 1
48 30 1
43 30 1
58 40 1
57 44 1
54 39 1
51 35 1
57 38 1
51 38 1
54 34 1
51 37 1
46 36 1
51 33 1
48 34 1
50 30 1
50 34 1
52 35 1
52 34 1
47 32 1
48 31 1
54 34 1
52 41 1
55 42 1
49 31 1
50 32 1
55 35 1
49 31 1
44 30 1
51 34 1
50 35 1
45 23 1
44 32 1
50 35 1
51 38 1
48 30 1
51 38 1
46 32 1
53 37 1
50 33 1
70 32 2
64 32 2
69 31 2
55 23 2
65 28 2
57 28 2
63 33 2
49 24 2
66 29 2
52 27 2
50 20 2
59 30 2
60 22 2
61 29 2
56 29 2
67 31 2
56 30 2
58 27 2
62 22 2
56 25 2
59 32 2
61 28 2
63 25 2
61 28 2
64 29 2
66 30 2
68 28 2
67 30 2
60 29 2
57 26 2
55 24 2
55 24 2
58 27 2
60 27 2
54 30 2
60 34 2
67 31 2
63 23 2
56 30 2
55 25 2
55 26 2
61 30 2
58 26 2
50 23 2
56 27 2
57 30 2
57 29 2
62 29 2
51 25 2
57 28 2
63 33 3
58 27 3
71 30 3
63 29 3
65 30 3
76 30 3
49 25 3
73 29 3
67 25 3
72 36 3
65 32 3
64 27 3
68 30 3
57 25 3
58 28 3
64 32 3
65 30 3
77 38 3
77 26 3
60 22 3
69 32 3
56 28 3
77 28 3
63 27 3
67 33 3
72 32 3
62 28 3
61 30 3
64 28 3
72 30 3
74 28 3
79 38 3
64 28 3
63 28 3
61 26 3
77 30 3
63 34 3
64 31 3
60 30 3
69 31 3
67 31 3
69 31 3
58 27 3
68 32 3
67 33 3
67 30 3
63 25 3
65 30 3
62 34 3
59 30 3
